no,line,name,lat,lng,no
695,yongingyeongjeoncheol,bopyeong,37.258965,127.218457,Y122
696,yongingyeongjeoncheol,dunjeon,37.267051,127.21364,Y123
697,yongingyeongjeoncheol,jeondae.ebeoraendeu,37.285342,127.219561,Y124
698,gyeonggangseon,pangyo,37.394761,127.111217,K410
699,gyeonggangseon,imae,37.396104,127.12827,K411
700,gyeonggangseon,samdong,37.409522,127.20336,K412
701,gyeonggangseon,gyeonggigwangju,37.398972,127.253115,K413
702,gyeonggangseon,chowol,37.374419,127.299,K414
703,gyeonggangseon,gonjiam,37.351315,127.34674,K415
704,gyeonggangseon,sindundoyechon,37.317185,127.40476,K416
705,gyeonggangseon,icheon,37.265579,127.44226,K417
706,gyeonggangseon,bubal,37.260192,127.490277,K418
707,gyeonggangseon,sejongdaewangreung,37.295309,127.570938,K419
708,gyeonggangseon,yeoju,37.282701,127.628607,K420
